StudentID,FirstName,LastName,Age,Gender,Department,Marks,Email,PhoneNumber,City
1273,Sean,Brooks,19,M,CIVIL,57,kingmegan@yahoo.com,450.134.6359,Port April
1274,Kimberly,Taylor,18,M,IT,75,robertarmstrong@miller.biz,710.282.0727,West John
1275,Sean,Ramirez,19,F,CSE,57,kthompson@white.info,273.904.7697x01475,Hoffmanberg
1276,John,Lyons,19,F,CSE,52,amanda67@hotmail.com,(013)348-6808x7627,Stephanieshire
1277,Mary,Page,23,F,EEE,59,michaelestrada@gmail.com,091-867-9371,Kochmouth
1278,Renee,Sherman,18,F,EEE,74,laura58@hernandez-malone.com,6742921415,South Christophermouth
1279,Lawrence,Graves,23,F,CIVIL,51,barry90@gmail.com,(326)371-8508,Russellstad
1280,Brandon,Mcdonald,20,M,EEE,90,crossdawn@gmail.com,001-626-853-9209x8685,Diazstad
1281,Carl,Lopez,21,M,MECH,69,timothy00@hotmail.com,298.310.6615,Hawkinsmouth
1282,Joseph,Phillips,25,F,EEE,78,garzawilliam@rogers.biz,687.449.2323x1957,Petersonfurt
1283,Ashley,Ryan,24,M,IT,64,petersonsarah@mata-lewis.com,363-397-6178,Port Kellyside
1284,Christine,Moore,20,F,MECH,88,justinperez@yahoo.com,1179708803,Josefort
1285,Todd,Ellis,22,M,EEE,52,brianna20@yahoo.com,(570)555-4488x4855,Elizabethshire
1286,Alison,Gonzalez,22,M,MECH,96,frankrussell@henderson.biz,+1-160-451-6280x4210,Armstrongstad
1287,Ryan,Gray,23,M,EEE,80,thomasdavis@duffy.info,087.454.4476,North Kayla
1288,Christopher,Dudley,19,M,CSE,88,michaelgreen@hotmail.com,919.665.9934,East Phyllisbury
1289,Elizabeth,Cardenas,19,F,CIVIL,70,darrell36@yahoo.com,187-189-1029,Kennethborough
1290,James,Sullivan,25,F,IT,73,vwhite@rhodes-montgomery.com,338.655.6354,New Amy
1291,Heather,Holmes,23,M,CIVIL,78,austin93@gmail.com,+1-693-872-3233x61936,Port Arianaville
1292,Carol,Washington,20,F,ECE,52,johnford@davis.info,(363)568-3127,Lambmouth
1293,Kaitlyn,Reynolds,18,M,CSE,66,bradleyfarrell@chandler-holland.info,(343)645-4905,North Donna
1294,Roger,Macias,24,F,CSE,50,kelliott@gmail.com,964.544.3966x63988,South Anthony
1295,Gavin,Davidson,25,F,MECH,82,peter65@simmons.com,887.906.9341x095,Hamptontown
1296,Megan,Blevins,23,M,EEE,68,seanwagner@gmail.com,(735)549-1694x1899,Blackbury
1297,James,Hester,25,F,CSE,61,nathanielgeorge@mann.com,(677)281-9553x99711,Port Dawn
1298,Randy,Bowman,23,F,CSE,60,rryan@montgomery.com,-5704,New Joshuamouth
1299,Nicholas,Luna,24,F,IT,74,cindy22@yahoo.com,069-539-0471x834,Katherineview
1300,Kristie,Green,23,M,CIVIL,52,ntorres@gmail.com,001-041-150-5794x5405,Chadport
1301,Aaron,Hoffman,24,M,EEE,85,fsellers@thompson-faulkner.info,088.602.4846x8441,Fordfurt
1302,Maria,Harrell,23,F,IT,93,hrice@gmail.com,456-863-6408x721,West Donaldberg
1303,Linda,Hill,21,M,MECH,64,mcculloughmichael@gmail.com,485.453.7833,Port Deborah
1304,Dillon,Myers,19,M,ECE,72,phendrix@tucker.com,(924)122-7748x910,Hernandezberg
1305,Melissa,Walsh,18,M,CSE,99,brownmichael@gmail.com,922.461.2659,North Jasonville
1306,Daniel,Anderson,22,M,MECH,85,michele35@yahoo.com,651.756.0032,Mossshire
1307,Eddie,Wade,25,F,ECE,79,steven52@yahoo.com,451-931-6973,Port Jeffreyside
1308,Jennifer,Joseph,24,F,IT,60,bruceelizabeth@thornton-bowen.com,001-890-186-3565x708,Harrisfort
1309,Anthony,Mathews,20,F,CIVIL,59,nheath@hotmail.com,784.635.4160x055,Andreaburgh
1310,David,Hunt,23,F,CIVIL,100,sean14@erickson-nichols.org,+1-535-974-3394x307,Johnsontown
1311,David,Hunter,24,F,IT,80,james64@hotmail.com,793.612.5250,Kingberg
1312,Casey,Cochran,18,M,ECE,87,shamilton@hall.com,5346430150,Elizabethview
1313,Penny,Peck,19,M,MECH,96,qwalls@stone.com,060-037-8783x6281,Sullivanfort
1314,Victoria,Martin,24,M,ECE,86,bkennedy@bowen.com,992.744.5137,Wattstown
1315,Chad,Benton,24,M,MECH,70,mcdonaldcharles@howard.com,+1-274-521-8648x1104,New Michael
1316,Martha,Contreras,24,M,CSE,98,kimberlystewart@sanders-mills.com,645-017-7306,Stephaniestad
1317,Tommy,Jimenez,23,M,ECE,85,juliephillips@greene.net,(936)680-8434,Tanyaborough
1318,Zachary,Lawrence,22,M,CSE,55,fmorrow@williams.com,085-587-0101,Brownville
1319,Nichole,Wright,19,M,EEE,50,qmoreno@harvey.com,001-892-162-3269x221,East Nicole
1320,Christopher,House,21,F,ECE,92,melvinalvarez@hotmail.com,(786)359-3880,West Tammyview
1321,Phillip,Black,23,F,IT,84,oarnold@davis.com,080.696.1716x6125,Lake Renee
1322,Norma,Brock,25,M,MECH,60,tespinoza@fletcher.com,+1-418-962-9131x522,Sarahtown
1323,Elizabeth,Brown,24,M,CSE,60,lopezjoshua@hotmail.com,866-147-4460,North Mary
1324,Alexandria,West,18,M,CIVIL,53,nsnow@yahoo.com,(674)137-9856x270,Maureenstad
1325,Shawn,Freeman,18,F,CIVIL,67,wrightdiane@howard.org,001-908-108-5042x574,Stephensport
1326,Allison,Rasmussen,21,F,MECH,54,jonathanjimenez@davila.com,(352)621-8999x463,Julianview
1327,Richard,Valencia,18,M,MECH,80,rjohnson@hotmail.com,+1-426-809-4283x22074,New Christopher
1328,Jonathan,Willis,24,F,ECE,51,robertgordon@ward.biz,001-168-757-8436x631,Reedtown
1329,Joseph,Parker,19,M,MECH,54,cameroncurtis@hotmail.com,(633)594-6522x014,Tylerfurt
1330,Stephanie,Daniels,19,F,IT,69,ebrown@garcia.com,731.606.6319x66655,Lake Michael
1331,Michael,Morris,25,M,EEE,74,mistywhite@hotmail.com,+1-445-345-8155x4888,North Jenna
1332,Kevin,Jones,21,F,MECH,89,browningmichael@gmail.com,2139869778,South Deborahmouth
1333,Sherri,Griffith,25,F,CSE,91,paullindsey@sanchez.org,-2981,Port Raymondburgh
1334,Lauren,Taylor,19,M,MECH,99,websterpaula@yahoo.com,001-864-333-6339,Oliviafort
1335,Dustin,Mclean,21,F,EEE,60,andersonsamantha@gmail.com,+1-419-994-4027x367,Frederickborough
1336,Susan,Davila,19,M,IT,51,wendyhuynh@yahoo.com,001-230-310-5213x29982,Lake Luis
1337,Laura,Hall,20,M,MECH,89,umcclure@gmail.com,001-990-299-5252x86238,Donovanhaven
1338,Jasmine,Thomas,25,F,MECH,92,martinezrachel@gmail.com,001-170-672-6770x718,New Billbury
1339,Adam,Chan,19,M,ECE,86,darrellthompson@gmail.com,5125630213,South Amy
1340,Troy,Johnson,23,F,IT,92,weberkevin@hotmail.com,(671)969-6807x156,Chloefort
1341,Jennifer,Jackson,23,F,ECE,56,anthony08@ward-carter.com,854-362-6468x4804,Jerryland
1342,Jessica,Branch,18,F,CSE,97,dixonangela@yahoo.com,+1-760-233-6193x3999,Lewisstad
1343,Carolyn,Ortiz,24,F,CSE,100,elopez@yahoo.com,+1-945-968-0917x0275,Port Ryan
1344,Amber,Moreno,18,F,ECE,87,nicholsanne@yahoo.com,(590)642-7423x6544,Rodriguezburgh
1345,Katie,Lucero,23,M,CIVIL,62,zjohnson@gmail.com,(176)875-5750x380,West Lindseyborough
1346,Jeremy,Lewis,21,M,CIVIL,81,robin70@peterson-nguyen.net,294.641.6109x424,Brianville
1347,Julie,Arellano,25,M,CIVIL,84,nicholas16@moran.com,(801)498-5563,Thomasfurt
1348,Brooke,Johnson,24,F,CSE,63,alisha72@hotmail.com,965-224-8615x67052,Wangton
1349,Courtney,Austin,24,M,CSE,77,wwilliams@hotmail.com,844.337.7765x8194,New Kimberly
1350,Scott,Reid,18,F,EEE,95,alexmueller@baker-carson.com,470-754-9014x632,Rodgersbury
1351,Jessica,Dennis,18,M,IT,70,vshaffer@yahoo.com,461-742-1385x793,Pattersonville
1352,Katherine,Moore,22,M,IT,64,qsmith@gmail.com,(862)732-9299x0407,Christinaside
1353,Andrea,Carter,21,F,ECE,72,gmurray@yahoo.com,(741)450-9394x140,Paynetown
1354,Nathan,Rivas,19,F,IT,63,patrick40@hotmail.com,136.970.6178x07547,Josephhaven
1355,Karen,Salinas,22,M,IT,67,caleb69@gmail.com,9773140672,West Erika
1356,Kathryn,Smith,25,F,IT,88,rjenkins@smith-murray.com,001-238-727-8015x7595,Robertaborough
1357,Christopher,Allen,18,F,IT,96,katrinarodriguez@gmail.com,325-446-6036,East Brianberg
1358,James,Villanueva,25,M,CSE,54,jeffery28@gmail.com,341-356-1239x0582,Jimmyville
1359,Rhonda,Calhoun,18,F,CSE,99,hinesedgar@wilson.com,+1-919-742-7719x9272,Port Lindaview
1360,Alison,Barnes,19,M,CSE,100,scottbaker@hotmail.com,(683)571-8492x032,Welchfort
1361,Ashley,Freeman,20,F,EEE,97,brookecampbell@hotmail.com,614.035.8847,Burgessstad
1362,Kathryn,Savage,24,F,ECE,83,petersthomas@edwards.net,814-199-3564x81235,Zacharyfort
1363,Natalie,Martin,23,F,IT,66,obrienbenjamin@gmail.com,868.816.9780,Glovermouth
1364,Joseph,Thomas,22,M,EEE,55,hayden33@norris-jackson.biz,-8723,East Cheyenneview
1365,April,Taylor,20,M,EEE,75,doyleandre@gmail.com,+1-545-734-3027x77775,South Michaelmouth
1366,Matthew,Webb,18,M,MECH,65,fischeradam@yahoo.com,1604520095,North James
1367,Todd,Powell,22,M,MECH,51,ymendoza@sanders.org,965-068-4512x38437,Port Aaron
1368,John,Potter,24,F,MECH,72,jenniferjackson@myers-brown.net,(479)964-0336x0930,East Michelle
1369,Michael,Stewart,19,F,MECH,64,fgordon@hotmail.com,+1-152-994-2181x422,Parkbury
1370,Anthony,Lewis,18,M,ECE,82,wadetroy@gmail.com,+1-206-705-3528x194,West John
1371,John,Walls,24,F,CIVIL,63,millerlucas@gmail.com,(393)618-6143,Lake Laurachester
1372,Patricia,Davis,20,M,CSE,57,donovanangel@booth.info,805-350-4997,Fernandezbury
1373,Ashley,Rodriguez,20,F,EEE,79,garciaalexis@clark.com,749.461.6209x31215,Floydview
1374,Chloe,Mckenzie,24,M,CIVIL,86,vweber@stein.com,285-347-4540,West Jennaside
1375,Dustin,Patterson,19,F,MECH,65,charlesestrada@gmail.com,815.945.9261x893,Coreyton
1376,Kimberly,Sanders,23,M,EEE,72,sharon36@wallace.org,412-249-5818,East Cheryl
1377,Susan,Carpenter,21,F,IT,50,jkent@bailey-anderson.com,0829565044,East Andreaberg
1378,Katrina,Zavala,25,F,EEE,77,sjones@hotmail.com,(565)289-5832x8354,Lake Stephenstad
1379,Kenneth,Moreno,19,F,CSE,63,jeffrey15@yahoo.com,+1-063-718-2138x22733,North Candice
1380,Danny,Randolph,23,M,CIVIL,72,monicali@hotmail.com,004-196-2246,East Ambermouth
1381,George,Johnson,25,F,CIVIL,100,cdickson@gmail.com,581.555.2893,West Heather
1382,Lori,Hill,20,M,ECE,53,timothymays@gallegos.com,(922)157-7028x96812,Abigailton
1383,Angelica,Rodriguez,18,M,CIVIL,94,hughesrobin@turner.biz,1552668678,Port Jenniferberg
1384,Frank,Jackson,20,F,IT,95,peter32@branch-patel.org,(564)883-3534x4969,Port Thomasshire
1385,Sierra,Phillips,20,M,IT,58,kennethmills@thomas.com,088-559-6218x332,North Jennifer
1386,Stephen,Riley,23,M,IT,80,brownsusan@gmail.com,-7506,Ethanview
1387,Brian,Pruitt,22,F,CIVIL,89,jacksoneric@griffin.info,4538291658,Lewisshire
1388,Barbara,Maldonado,24,F,ECE,99,joel43@yahoo.com,052.517.3241,South Michael
1389,Robert,Barnes,20,M,MECH,81,torressean@best.com,-10557,West Gabriel
1390,Mallory,Carpenter,19,M,IT,75,fowlerdonald@ayers.org,520.037.8708,East Daniel
1391,Tiffany,Hernandez,25,M,CIVIL,90,gmata@salas.com,(225)495-1597x62595,East Amanda
1392,James,Taylor,22,M,ECE,99,martinezdavid@gmail.com,495-156-1010,South Jillhaven
1393,Emily,Fuller,24,M,CSE,79,nortonjennifer@gmail.com,(646)062-7270,Nelsonberg
1394,Mark,Rivera,24,F,MECH,61,kentjulie@gmail.com,689.646.7039,New Jennifer
1395,Jessica,Lee,25,M,ECE,86,ryannunez@gmail.com,558-126-9560,Nicholsberg
1396,Stephanie,Miller,19,M,ECE,73,barbarawilkinson@hull-watson.net,2279647810,South Ashley
1397,Edward,Davidson,25,F,CSE,63,benjamingonzalez@gmail.com,+1-307-035-5316x5618,West Joyhaven
1398,Joshua,Adams,20,M,IT,69,joshuabarr@gmail.com,(830)743-4331,Mariafurt
1399,Jeffrey,Perry,21,M,MECH,87,heatheryoung@estes-fields.com,331-255-3477x80453,Smithburgh
1400,Kylie,Fuller,21,M,CSE,55,olucas@hawkins-washington.info,+1-790-590-7089x63040,Lake Kelly
1401,Kathryn,Medina,18,F,CSE,66,ogarza@obrien-schroeder.org,-6138,North Pamelaton
1402,Michael,Hamilton,21,F,IT,92,lisa61@gmail.com,531.064.6067,Stephanieport
1403,Cynthia,Nelson,20,M,EEE,53,ztorres@hotmail.com,001-765-608-0447x3018,North Pennyview
1404,Kimberly,Sawyer,25,F,ECE,87,elizabeth11@murphy-hardin.info,001-020-506-7062x12734,North Tonifurt
1405,Amy,Jones,24,F,EEE,50,romerosherry@gmail.com,(618)605-8360x9699,Jaytown
1406,Joel,Ramirez,19,F,MECH,64,edwardsoscar@hotmail.com,001-501-565-0542x9500,Allenland
1407,Bobby,Long,22,M,CIVIL,88,reedstephanie@miller.com,-8477,Port Curtismouth
1408,Rachel,West,19,M,CIVIL,62,srussell@murphy-davis.com,543.644.5601,Joeburgh
1409,Mark,Phelps,20,M,CSE,96,rogersjamie@yahoo.com,+1-731-401-9347x38925,New Kylestad
1410,Robert,Miller,19,F,IT,64,ofernandez@gmail.com,575.008.2157x733,Mossport
1411,Jonathan,Ray,21,M,MECH,61,tanya14@phillips-vazquez.net,516-887-0393x3741,Martinezside
1412,Sue,Owens,25,M,CIVIL,94,vcox@butler.com,795-732-5564x42732,South Cathyhaven
1413,Sean,Pace,24,F,ECE,91,harriskevin@ward.com,(010)613-7581,West Alishafort
1414,Austin,Holden,21,M,CIVIL,50,hmcgrath@crawford-ward.net,748.244.3574x28504,Meyerborough
1415,Mark,White,22,F,ECE,84,april36@rose-miller.com,(720)827-9593,Lucasberg
1416,Sabrina,Gonzalez,23,M,ECE,86,josemejia@stevenson.biz,(492)782-1010x906,South Dannystad
1417,Beth,Casey,24,M,CSE,71,christyhernandez@yahoo.com,508-454-4742x4090,New Brianfort
1418,Jacqueline,Sandoval,22,F,MECH,56,zrodriguez@long.biz,322.833.3157x9681,Richardville
1419,Elizabeth,White,22,F,CIVIL,56,joshua10@wilson-johnson.com,679-919-9119,Priceville
1420,Lisa,Smith,23,M,CSE,65,melissavazquez@gmail.com,820-863-2967,East Jamieburgh
1421,Amy,Bradley,23,F,CSE,57,mary54@gmail.com,758.006.1761x75497,North Willieside
1422,Michelle,Cox,20,F,ECE,74,rodriguezcindy@gmail.com,389-508-3628x5593,East Michelleview
1423,Christopher,Atkins,24,F,IT,87,vwilliams@robertson.com,+1-604-097-5462x7481,Hillfurt
1424,Danielle,Alexander,20,F,EEE,52,perezpatricia@hotmail.com,762.839.8443,North Williamville
1425,Calvin,Garcia,23,M,CSE,73,stacy94@hotmail.com,333.299.4449x1729,Whitefurt
1426,Richard,Kelly,25,F,EEE,82,fgill@bates.com,+1-091-161-6771x431,Amymouth
1427,Julia,Mcdaniel,23,F,EEE,99,gail60@gmail.com,001-900-335-8699x46424,Lake Lauren
1428,Haley,Rodriguez,23,F,ECE,75,nicolemartin@roth.org,764-308-3983x698,Hardinton
1429,Lisa,Santiago,23,F,MECH,75,ashleykara@yahoo.com,(524)304-2552,New Allenville
1430,Kyle,Duarte,23,F,CIVIL,50,jessica58@hotmail.com,419.404.1635x467,Davidfort
1431,Erik,Hill,22,F,ECE,98,miguel29@gmail.com,501.404.4408,North Cynthiaburgh
1432,Savannah,Hodge,24,F,MECH,50,johnsonjoel@rodriguez.org,+1-870-031-6195x424,Mirandaport
1433,Colleen,Johnson,18,M,ECE,62,nhopkins@morris-garcia.info,236-360-3083,Boydview
1434,Amy,Wright,19,F,CIVIL,99,davidmartin@archer.net,581.486.2365,New Shanefurt
1435,Cathy,Garcia,22,M,IT,92,richardsanna@hotmail.com,054.607.6701x548,Michaelchester
1436,Gina,Robinson,25,M,CSE,70,gmartin@yahoo.com,-5243,New Richard
1437,Christopher,Mckinney,22,F,EEE,99,janet77@hodge.org,(343)900-3955,West Carlos
1438,William,Nguyen,23,F,CSE,96,melissa88@hotmail.com,310.462.1809x819,West Gary
1439,Christie,Butler,19,M,ECE,88,nancyjohnston@johnson.com,5851060695,Christopherstad
1440,Joseph,Jones,19,M,IT,96,anthonyduran@yahoo.com,(155)942-6273x09728,South James
1441,Thomas,Griffin,20,F,CIVIL,87,daviesdouglas@gmail.com,561-953-8404,West Teresaburgh
1442,Christopher,Mcneil,23,M,IT,79,adam61@dodson.com,(161)913-2090x1503,West Gregoryton
1443,Laura,Watson,18,F,MECH,52,xhall@hotmail.com,+1-879-164-1520x9191,South Michelleland
1444,Robert,Mathis,24,M,CIVIL,82,amberodonnell@henry.com,001-459-007-0133x78220,Lake David
1445,Carol,Obrien,18,M,MECH,66,tmoss@gmail.com,-7233,Westhaven
1446,Bryan,Woodard,25,M,IT,56,robert45@scott-white.com,(422)409-3050,Arroyochester
1447,Brian,Hernandez,20,M,EEE,88,ashley33@shea.info,-6725,Robertbury
1448,Michelle,Werner,23,M,EEE,69,luke11@hubbard.biz,+1-793-090-7119x15619,North Nicoleville
1449,Kelly,Fuller,18,F,CIVIL,91,samantha07@hotmail.com,366-819-1804,East Kelly
1450,Daniel,Jones,18,M,ECE,65,shieldschristopher@chen.com,(796)766-6420x5369,Kathleenville
1451,Kathryn,Morgan,19,M,EEE,70,nataliecampos@gmail.com,(774)560-5995,Bobbyview
1452,David,Church,25,F,ECE,86,andrew94@hotmail.com,304-751-8136x6053,North Susan
1453,Michael,Rubio,18,F,ECE,94,anthonyjones@hotmail.com,001-976-476-5561x3254,South Shannon
1454,Kenneth,Davis,21,M,MECH,76,rdavis@campbell-rice.com,-11665,South Jeremiah
1455,Ashley,Brooks,18,F,IT,69,glenntiffany@heath-torres.com,151-885-5639x05652,Kimport
1456,Tracy,Green,23,F,IT,75,ryannelson@hotmail.com,580-664-1588,Lake Wandafurt
1457,Todd,Robertson,25,M,IT,74,darlenereynolds@gmail.com,(997)633-6287x66335,Ashleyport
1458,Angela,Stewart,20,M,IT,83,gregory87@gmail.com,001-040-896-7367x86178,West Cynthia
1459,Stephanie,Booker,21,F,ECE,85,ygarcia@zavala.biz,+1-277-039-4158x6707,Camachochester
1460,Lindsey,Gonzalez,18,M,CSE,77,debra85@gmail.com,650-918-3616,Zacharyview
1461,Kenneth,Taylor,18,F,IT,54,fjohnson@hotmail.com,828.998.1102,East Matthewburgh
1462,Monica,Bell,18,F,CSE,52,marklopez@mcfarland-smith.biz,(406)361-6622x78383,Carlsonfort
1463,Lori,Davis,23,F,MECH,96,matthewtodd@olson-carlson.com,(296)764-0131x1302,Danielburgh
1464,Johnathan,Roberts,19,F,ECE,60,jacobwilson@yahoo.com,801.452.6075x306,Lake Michael
1465,Julie,Bray,25,M,IT,62,jonessusan@hotmail.com,892-418-1374,Wilsonport
1466,Brandi,Gonzalez,23,F,IT,69,russell52@eaton.com,001-299-379-4168x8103,East Brian
1467,Jennifer,Carpenter,18,F,EEE,78,karenruiz@todd-scott.com,001-322-504-1415x023,West Michael
1468,Isaiah,Oneill,20,M,CIVIL,59,tylercampbell@yahoo.com,680.618.2856x652,Brianville
1469,Danielle,Walker,25,F,EEE,72,jamesrichardson@garcia.com,(272)629-9862x6761,West Melissaton
1470,Omar,Daugherty,24,F,IT,89,ttapia@ramsey-pineda.org,2783308547,New Michelebury
1471,Michael,Smith,18,M,EEE,67,bhayes@gmail.com,697-339-2239,Mollyborough
1472,Cory,Mclaughlin,22,F,EEE,78,alexandertaylor@wilkinson-garcia.biz,797.277.5914,New Andrestad
1473,Andrew,Rose,19,M,CSE,65,ryanibarra@gmail.com,895.629.8924,North Dannyview
1474,Kathryn,Long,21,M,CIVIL,79,blanchardashley@johnson-stewart.com,677.574.4448x336,South Audrey
1475,Julie,Colon,18,F,ECE,60,bryanhill@velez-pruitt.com,687-410-6807x69153,East Kelly
1476,Karen,Smith,21,M,CIVIL,57,elizabeth82@brown-griffith.info,+1-357-378-6410x8505,Rebeccafurt
1477,Christina,Clayton,20,M,MECH,53,johnsonstuart@jimenez.biz,224-375-3720x304,Port Jennifer
1478,Stephanie,Wade,22,F,IT,100,zmyers@stanton.com,568.438.1720x054,Saundersborough
1479,Steven,Carter,18,M,ECE,79,medinacrystal@jackson.biz,+1-042-437-6576x828,Camposberg
1480,Chad,Poole,21,M,ECE,64,washingtondanny@hotmail.com,-7590,Lake Stephaniemouth
1481,Vicki,Griffith,20,F,CSE,94,karl39@thomas-livingston.biz,(877)212-4949,Yolandaberg
1482,Alyssa,Cameron,25,F,ECE,89,vjones@hotmail.com,001-757-186-9395x415,Benjaminmouth
1483,Chelsey,Reese,18,M,IT,73,efoster@lozano.org,308-065-9195,Wilsonbury
1484,David,Lester,20,M,CIVIL,80,jacqueline26@hopkins.com,643-320-8716x10938,North Ryan
1485,Anthony,Morris,21,F,IT,58,vyoung@collins.biz,775-236-0165,Smithhaven
1486,Jonathan,Benitez,20,M,EEE,94,kevin80@jones.com,975-466-5291x514,Lake Stevenshire
1487,Barbara,Norris,23,M,ECE,85,courtneygarrett@wilson.com,395.910.0512,East Brittanychester
1488,Angela,Acevedo,19,F,IT,84,krausepatrick@gmail.com,3912929582,West Aaron
1489,Catherine,Edwards,24,M,CIVIL,75,jason16@davis.com,569-729-1957x35844,Graveschester
1490,Jesse,Walker,22,F,CSE,77,johnhart@yahoo.com,+1-517-125-6348x91826,West Thomastown
1491,Timothy,Rodriguez,19,F,CIVIL,94,victoria13@hotmail.com,0498507460,Lake Trevorview
1492,Samantha,Nelson,23,M,MECH,79,bonnie72@maynard-smith.com,001-146-248-3271,North Charlesstad
1493,Walter,Pruitt,25,M,CIVIL,100,oscar59@simmons.org,1109905183,Herreraview
1494,Tiffany,Costa,22,F,EEE,93,mathewsmichael@daniels.info,3654068911,North Jerrybury
1495,Alvin,Pham,20,F,MECH,94,djohnson@gmail.com,490-660-0740,Lindabury
1496,Dillon,Serrano,21,F,IT,94,jeffreystewart@gmail.com,(034)095-2793x59003,North Angelaburgh
1497,Angela,Blair,21,M,MECH,97,dannydeleon@hotmail.com,932.605.3340,Scottside
1498,Juan,Cohen,18,M,EEE,72,jacqueline53@davis-castaneda.com,001-532-312-5779,Francotown
1499,Jennifer,Escobar,21,F,MECH,81,adamsteresa@mills.com,(395)960-2570,Alexandramouth
1500,Raymond,Davies,21,F,CIVIL,78,ashleyrussell@yahoo.com,(026)170-3357,East Amberborough
